id_server; parameter
3382250578; Pesticidas Organoclorados (ug/l)
100729418; Pesticidas Totais (ug/l)
648667474; Pirazona (ug/l)
2169; Pireno (ug/l)
3448169402; Pirimetanil (ug/l)
3448167632; Pirimicarbe (ug/l)
716913332; Potencial REDOX
100003569; Potássio (mg/l)
100729243; Prata (mg/l)
100003574; Prata dissolvida (mg/l)
1694445728; Previsão de Baixa-Mar á hora UTC
1693129158; Previsão de Baixa-Mar á hora legal
1694445722; Previsão de Preia-Mar á hora UTC
1693129152; Previsão de Preia-Mar á hora legal
3448167644; Profame (ug/l)
2277; Profundidade Nível Água
1844; Profundidade da colheita (m)
1645505210; Profundidade de amostragem (S/M/F)
906472812; Prometrina (ug/l)
3448218506; Prometão (ug/l)
3448167638; Propacloro (ug/l)
100733308; Propanil (ug/l)
3478711594; Propaquizafope (ug/l)
775371388; Propazina (ug/l)
3448169390; Propiconazol (ug/l)
6823252116; Propilenotioureia (ug/l)
3448169396; Propizamida (ug/l)
6835166060; Protozoa (cél/ml)
7421885570; Quinoxifena (ug/l)
3448169408; Quizalofope (ug/l)
8674264344; RAPHYDOPHYCEAE (Cel/ml)
9636670360; RAPHYDOPHYCEAE TOTAL (mm3/L)
100003584; SAR
100003761; Sabor
100003580; Salinidade
925013072; Salinidade de Campo
100003581; Salmonela (pres./aus.)
411881430; Salmonela 1 000 ml (pres./aus.)
411871098; Salmonela 5 000 ml (pres./aus.)
3448172898; Sebutilazina (ug/l)
3476761616; Sec-Butilbenzeno (ug/l)
100003585; Selénio (mg/l)
580033440; Selénio dissolvido (mg/l)
9423754956; Silicato (umol/l SiO4)
262281736; Simazina (ug/l)
3448172904; Simetrina (ug/l)
10122276958; Somatário PBDE (ug/Kg peso húmido)
10122169186; Somatário PCBs (TEQ) (ug OMS-TEQ/kg peso húmido)
10122276964; Somatário PCDD/Fs (TEQ) (ug OMS-TEQ/kg peso húmido)
100729502; Substâncias extraíveis por clorofármio (mg/l)
100729508; Substâncias tensoativas (mg/l)
100003615; Sulfato (mg/l)
100003620; Sulfureto (mg/l S)
100003590; Sílica (mg/l SiO2)
444769280; Sílica Total (mg/l Si)
100003595; Sádio (mg/l)
9401025658; Sádio dissolvido (mg/l)
100003600; Sálidos dissolvidos totais (mg/l)
9575288786; Sálidos dissolvidos totais - campo  (mg/l)
100003605; Sálidos suspensos fixos (mg/l)
100003610; Sálidos suspensos totais (mg/l)
3040184302; TREBOUXIOPHYCEAE (Cel/ml)
9641067884; TREBOUXIOPHYCEAE TOTAL (mm3/L)
100003629; TSI
3360129978; Tebuconazol (ug/l)
3476760192; Telodrina (ug/l)
1386; Telúrio (mg/l)
100003625; Temperatura Amostra (oC)
1863; Temperatura Ar Seco
2470323278; Temperatura pH (Campo)
2007567076; Temperatura pH (Laboratário)
100733296; Terbutilazina (ug/l)
775371394; Terbutrina (ug/l)
3476779058; Terc-Butanol ou 2-Metillpropano-2-ol ou TBA (ug/l)
3476761628; Terc-Butilbenzeno (ug/l)
648227790; Tetrabutilestanho (ug/l)
776221260; Tetracloreto de Carbono ou Tetraclorometano (ug/l)
672270502; Tetracloroetileno ou Percloroetileno ou Tetracloroeteno (ug/l)
7421854120; Tiaclopride (ug/l)
3478711600; Tiametoxame (ug/l)
908916322; Tirame (ug/l)
648160484; Titânio (mg/l)
648620404; Tolueno (ug/l)
3471196638; Trans-1,2-Dicloroetileno ou (E)-1,2-Dicloroeteno (ug/l)
3471196350; Trans-1,3-Dicloropropeno ou Endo-1,3-Dicloropropileno (ug/l)
100003628; Transparência (m)
3448218476; Triadimefão (ug/l)
3448218482; Triadimenol (ug/l)
7421865718; Trialato (ug/l)
648667486; Triazofos (ug/l)
3471195034; Triciclohexilestanho (ug/l)
7915090966; Triclopir (ug/l)
648667438; Triclorfão (ug/l)
647508132; Triclorobenzeno ou TCB (ug/l)
672270496; Tricloroetileno ou Tricloroeteno (ug/l)
3453935318; Triclorofenol ou TCF (ug/l)
3476760614; Triclorofluormetano ou HCF-11 (ug/l)
775371350; Trifenilestanho ou TPhT (ug/l)
1393; Trifluralina (ug/l)
100003630; Turvação (NTU)
648163032; Tálio (mg/l)
775084790; Tálio dissolvido (mg/l)
10428619104; ULVOPHYCEAE (Cel/ml)
10428619112; ULVOPHYCEAE TOTAL (mm3/L)
648160490; Urânio (mg/l)
9575288662; Urânio dissolvido (ug/l)
100003633; Vanádio (mg/l)
775084784; Vanádio dissolvido (mg/l)
6864748228; XANTHOPHYCEAE (Cel/ml)
9636670368; XANTHOPHYCEAE TOTAL (mm3/L)
648227964; Xilenos - mistura de isámeros (ug/l)
666239552; Zinco Particulado (mg/kg)
100003638; Zinco dissolvido (mg/l)
100003643; Zinco total (mg/l)
3373295148; Zona Eufática (m)
648228020; a,a-Diclorotolueno ou Cloreto de Benzilideno (ug/l)
648228010; a-Clorotolueno ou Cloreto de Benzilo (ug/l)
776221266; m,p- Xileno (ug/l)
648227982; m-Xileno (ug/l)
648227972; o-Xileno (ug/l)
648227990; p-Xileno (ug/l)
100003566; pH - campo
100003563; pH - lab.
100003560; pH 25oC
3373294764; pH de alcalinidade
2153932250; s-Metolacloro (ug/l)
648629214; Ácido cloroacético (ug/l)
10122276970; Ácido perfluorooctanossulfánico (PFOS)  (µg/Kg peso húmido)
7420650706; Ácido perfluorooctanossulfánico (PFOS) (ug/l)
2152290168; Éter Difenílico Bromado (soma de isámeros) (ug/l)
648618974; Éter de dicloro-di-isopropilo (ug/l)
6834774534; Índice Grupo Algas
2539288880; Índice de Fenol (mg/L)
100003412; Índice de Saprobidade
100003471; Óleos e Gorduras (mg/l)
648160508; Óxido de Dibutilestanho (ug/l)
648157520; Óxido de Tributilestanho (ug/l)
